,federal_district,federal_district_short,region_code,region_name,okato,id,name,name_short,year,e1,e2,e3,e4,e5,e6,e8,ege_budg,wos,scopus,rsci,rnd,total_income,square,phd_share,pps,rnd_private,pk
544,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,158,Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)»,ФГБОУ ВО «МГУТУ им. К.Г. Разумовского (Первый казачий университет)»,2017,74.67,287.5,8.75,5551.79,192.78,55.0,2.04,74.03,7.190499999999999,21.5518,681.3442,63092.7,1218340.0,96481,93.52,197,44931.76,7313.4
549,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,159,Федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная художественно-промышленная академия им. С.Г. Строганова»,"ФГБОУ ВО «Московская государственная художественно-промышленная академия им. С.Г. Строганова», МГХПА им. С.Г. Строганова",2017,73.76,185.96,3.21,2828.95,147.05,60.0,19.82,75.01,0.0,0.0,0.0,34766.4,614306.3,27842,61.76,242,8097.320000000001,1590.0
554,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,160,Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский педагогический государственный университет»,"Московский педагогический государственный университет, ФГБОУ ВО «МПГУ», MПГУ",2017,67.58,158.36,7.04,3384.91,167.21,,4.27,70.81,201.1933,238.235,2382.0426,177799.7,3800412.2,128575,80.46,1537,12787.84,15348.8
559,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,161,Федеральное государственное автономное образовательное учреждение высшего образования «Московский физико-технический институт (национальный исследовательский университет)»,МФТИ,2017,93.43,2263.35,9.63,6964.3,224.29,55.0,7.27,95.13,967.0512,858.873,1170.7848,2094394.6,6444418.3,92328,67.65,402,643449.24,6240.0
564,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,162,Федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский университет «МЭИ»,ФГБОУ ВО «НИУ «МЭИ»,2017,69.71,1562.18,8.85,6093.26,209.78,85.0,4.28,72.8,578.8488000000001,807.9528000000001,3904.4688,1203194.2,4693029.1,192251,82.38,1032,907478.88,10731.65
569,Северо-западный федеральный округ,СЗФО,51,Мурманская область,47000000000,163,Федеральное государственное бюджетное образовательное учреждение высшего образования «Мурманский арктический государственный университет»,"ФГБОУ ВО «МАГУ», ФГБОУ ВО «Мурманский арктический государственный университет», МАГУ",2017,63.91,76.83,1.45,3595.63,150.08,80.0,4.05,65.18,6.4056,21.963999999999995,220.5648,11417.3,534310.0,15397,88.28,136,3688.32,2014.0
574,Приволжский федеральный округ,ПФО,16,Республика Татарстан (Татарстан),92000000000,164,Федеральное государственное бюджетное образовательное учреждение высшего образования «Набережночелнинский государственный педагогический университет»,ФГБОУ ВПО «НИСПТР»,2017,71.64,126.55,12.68,2940.92,180.42,75.0,2.33,72.05,3.894,4.862,131.417,14300.0,332324.5,18191,79.28,110,13920.5,1690.1
579,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,165,Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский ядерный университет «МИФИ»,НИЯУ МИФИ,2017,88.74,2317.66,20.07,6935.72,206.3,85.0,7.85,90.52,2003.61,2367.26,4282.11,1681807.1,5032908.8,148627,73.22,700,747411.0,6036.25
584,Приволжский федеральный округ,ПФО,52,Нижегородская область,22000000000,166,Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный архитектурно-строительный университет»,ННГАСУ,2017,65.08,201.4,2.59,2369.39,185.5,75.0,4.09,67.25,33.1072,41.66400000000001,1500.4864000000002,73601.8,865892.0,69782,65.18,448,89160.96,4054.1
589,Приволжский федеральный округ,ПФО,52,Нижегородская область,22000000000,167,Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный лингвистический университет им. Н.А. Добролюбова»,НГЛУ,2017,72.84,17.76,1.82,1742.96,185.39,75.0,4.95,88.2,34.458600000000004,18.9999,589.1785000000001,3394.6,333079.0,22570,81.26,227,4612.64,2187.45
594,Приволжский федеральный округ,ПФО,52,Нижегородская область,22000000000,168,Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный педагогический университет имени Козьмы Минина»,"ФГБОУ ВО «НГПУ им. К. Минина», НГПУ им. К. Минина, Мининский университет",2017,66.05,166.87,5.22,2418.8,186.89,80.0,3.09,71.68,45.3736,92.8456,3206.8712,54415.7,788771.3,38170,86.63,344,61565.68,5304.5
599,Приволжский федеральный округ,ПФО,52,Нижегородская область,22000000000,169,Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородский государственный технический университет им. Р.Е. Алексеева»,"ФГБОУ ВО «Нижегородский государственный технический университет им. Р.Е. Алексеева», НГТУ",2017,65.44,854.84,1.44,2909.17,218.0,85.0,4.09,66.3,156.5388,222.0229,1167.2265,542307.4,1845577.0,168577,73.0,649,228214.36,6333.8
604,Приволжский федеральный округ,ПФО,52,Нижегородская область,22000000000,170,Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского»,"Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского, Нижегородский государственный университет им. Н.И. Лобачевского, ННГУ им. Н.И. Лобачевского, Университет Лобачевского, ННГУ",2017,66.99,804.54,4.92,2999.2,183.81,80.0,4.86,75.1,557.5179999999999,686.2908,1551.4563999999998,1159783.4,4323499.4,123294,77.53,1066,542274.2,12103.95
605,Уральский федеральный округ,УФО,66,Свердловская область,65000000000,172,Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Нижнетагильская государственная социально-педагогическая академия»,Нижнетагильская государственная социально-педагогическая академия,2014,58.74,106.14,0.0,2051.04,87.83,0.0,3.92,63.6,0.0,5.0099,45.1129,12599.0,245171.2,27799,77.52,119,0.0,1249.5
610,Северо-западный федеральный округ,СЗФО,53,Новгородская область,49000000000,173,Федеральное государственное бюджетное образовательное учреждение высшего образования «Новгородский государственный университет имени Ярослава Мудрого»,"ФГБОУ ВО «НовГУ», НовГУ, «Новгородский государственный университет имени Ярослава Мудрого»",2017,61.46,301.47,7.02,2908.45,180.13,80.0,3.69,62.83,63.3213,73.6092,1087.6677,112719.8,1087468.3,123151,77.18,483,119479.71,4950.7
615,Сибирский федеральный округ,СФО,54,Новосибирская область,50000000000,174,"Федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный университет архитектуры, дизайна и искусств имени А.Д. Крячкова»","ФГБОУ ВО «Новосибирский государственный университет архитектуры, дизайна и искусств имени А.Д. Крячкова», ФГБОУ ВО «НГУАДИ», НГУАДИ",2017,71.02,181.94,5.12,2512.01,228.19,65.0,80.6,77.13,15.8844,7.2224,207.9002,15374.2,212264.5,10953,76.31,122,22196.68,1093.0
620,Сибирский федеральный округ,СФО,54,Новосибирская область,50000000000,175,Федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный архитектурно-строительный университет (Сибстрин)»,"ФГБОУ ВО «НГАСУ (Сибстрин)», НГАСУ (Сибстрин)",2017,62.82,80.38,12.01,2120.18,172.3,75.0,3.53,64.83,24.9969,44.0283,593.7855000000001,19655.8,518489.7,41019,66.89,291,21630.03,2973.7
625,Сибирский федеральный округ,СФО,54,Новосибирская область,50000000000,176,Федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный педагогический университет»,ФГБОУ ВО «НГПУ»,2017,63.4,69.99,9.13,1765.9,172.99,75.0,3.02,71.83,87.48,93.79800000000002,789.9119999999999,41911.0,1057510.4,55399,67.64,540,4006.8,6642.7
630,Сибирский федеральный округ,СФО,54,Новосибирская область,50000000000,177,Федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный технический университет»,"НГТУ, Новосибирский государственный технический университет",2017,64.67,320.74,16.88,2264.98,217.66,75.0,4.69,72.23,484.667,810.1345000000001,3204.5625,348354.6,2459990.1,127496,60.02,1055,211727.95,11954.0
635,Сибирский федеральный округ,СФО,54,Новосибирская область,50000000000,178,Федеральное государственное автономное образовательное учреждение высшего образования «Новосибирский национальный исследовательский государственный университет»,"Новосибирский государственный университет, НГУ",2017,78.84,514.6,5.73,3473.94,214.87,75.0,6.71,85.31,1346.0504,1546.5208000000002,938.1312,472200.0,3187684.1,141975,53.38,488,143208.47999999998,7130.75
640,Сибирский федеральный округ,СФО,54,Новосибирская область,50000000000,179,Федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный университет экономики и управления «НИНХ»,"ФГБОУ ВО «НГУЭУ», НГУЭУ",2017,62.15,53.51,4.35,1717.35,173.71,75.0,3.53,74.2,15.73,20.735,1459.055,24312.8,780365.6,39874,67.36,325,15453.749999999998,4077.35
645,Сибирский федеральный округ,СФО,24,Красноярский край,4000000000,180,Федеральное государственное бюджетное образовательное учреждение высшего образования «Норильский государственный индустриальный институт»,"ФГБОУ ВО «Норильский государственный индустриальный институт», ФГБОУ ВО «НГИИ», Норильский государственный индустриальный институт, НГИИ",2017,52.12,148.22,1.15,3730.05,181.8,80.0,4.74,52.41,0.8541,1.7082,40.0551,12694.9,319479.2,20021,74.61,73,11019.35,784.6
647,Сибирский федеральный округ,СФО,55,Омская область,52000000000,181,Федеральное государственное бюджетное образовательное учреждение высшего образования «Омский университет дизайна и технологий»,"ОмУДТ, Омский университет дизайна и технологий",2014,63.64,70.15,7.39,1601.2,132.55,75.0,3.4,66.66,2.8944,1.9296,38.6322,9732.9,222965.2,14461,67.06,134,5219.3,1442.95
652,Сибирский федеральный округ,СФО,55,Омская область,52000000000,182,Федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный педагогический университет»,"ФГБОУ ВО «ОмГПУ», ОмГПУ",2017,63.45,76.26,7.11,1810.95,188.2,75.0,3.73,65.79,16.3602,23.5338,1557.9522,27268.0,647504.7,45091,85.43,366,21769.68,4075.1
657,Сибирский федеральный округ,СФО,55,Омская область,52000000000,183,Федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный технический университет»,"ФГБОУ ВО «Омский государственный технический университет», ОмГТУ, Омский государственный технический университет",2017,61.58,264.84,22.08,2290.19,212.94,75.0,3.35,63.03,418.8079,333.28610000000003,3494.7479000000003,233841.7,2022124.6,86095,65.36,889,183987.44,10442.8
662,Сибирский федеральный округ,СФО,55,Омская область,52000000000,184,Федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный университет им. Ф.М. Достоевского»,"ФГБОУ ВО «ОмГУ им. Ф.М. Достоевского», ОмГУ им. Ф.М. Достоевского, ОмГУ",2017,64.05,107.67,6.5,2564.7,188.62,75.0,4.09,66.85,142.2317,114.2375,2297.7851,46251.1,1101666.9,65740,80.62,481,38225.07,5614.25
664,Приволжский федеральный округ,ПФО,56,Оренбургская область,53000000000,185,Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Оренбургский государственный институт менеджмента»,ФГБОУ ВПО «ОГИМ»,2014,56.68,39.35,10.51,1586.88,101.71,75.0,1.56,59.4,0.9702,0.0,90.4638,3964.7,161960.4,15414,40.73,98,0.0,1114.6
669,Приволжский федеральный округ,ПФО,56,Оренбургская область,53000000000,186,Федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный педагогический университет»,"Оренбургский государственный педагогический университет, ФГБОУ ВО «ОГПУ»",2017,67.3,103.06,2.27,1913.71,147.04,70.0,3.68,69.91,13.240600000000002,19.8609,1748.0916,25866.9,480340.8,44758,80.12,277,24544.97,2769.15
674,Приволжский федеральный округ,ПФО,56,Оренбургская область,53000000000,187,Федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный университет»,Оренбургский государственный университет; ОГУ,2017,64.18,79.23,7.88,1623.69,189.75,65.0,4.85,66.76,77.9365,132.9505,3237.1760000000004,74730.4,1531542.1,101600,81.08,865,29583.000000000004,9578.1
679,Центральный федеральный округ,ЦФО,57,Орловская область,54000000000,189,Федеральное государственное бюджетное образовательное учреждение высшего образования «Орловский государственный университет экономики и торговли»,ФГБОУ ВО «ОрелГУЭТ»,2017,60.49,122.47,29.68,1100.59,175.83,55.0,3.43,0.0,2.9541000000000004,7.881900000000001,688.3311,16043.1,144177.6,29525,96.18,129,15798.63,1073.1
681,Центральный федеральный округ,ЦФО,57,Орловская область,54000000000,190,Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Государственный университет - учебно-научно-производственный комплекс»,ФГБОУ ВПО «Госуниверситет-УНПК»,2014,58.32,112.1,1.08,1565.55,118.21,80.0,5.36,63.52,15.428,22.1502,623.2361,64122.1,903912.5,85372,72.83,551,8656.210000000001,5247.3
686,Центральный федеральный округ,ЦФО,57,Орловская область,54000000000,191,Федеральное государственное бюджетное образовательное учреждение высшего образования «Орловский государственный университет имени И.С. Тургенева»,"ОГУ имени И.С. Тургенева, ФГБОУ ВО «Орловский государственный университет имени И.С. Тургенева», Орловский государственный университет имени И.С. Тургенева, ФГБОУ ВО «ОГУ им. И.С. Тургенева», ОГУ им. И.С. Тургенева",2017,63.57,103.87,6.86,1727.09,181.21,70.0,4.52,67.14,113.2856,168.90040000000002,2600.0176,103652.8,1723550.9,125480,79.87,1028,4307.320000000001,11131.15
691,Приволжский федеральный округ,ПФО,58,Пензенская область,56000000000,192,Федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный технологический университет»,"Пензенский государственный технологический университет, ПензГТУ, ФГБОУ ВО «Пензенский государственный технологический университет»",2017,61.63,83.01,4.8,2522.88,172.05,55.0,2.87,57.11,30.9936,32.0144,744.6912,14145.0,429899.1,30604,76.04,176,714.56,2120.7
696,Приволжский федеральный округ,ПФО,58,Пензенская область,56000000000,194,Федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный университет»,"ФГБОУ ВО «ПГУ», Пензенский государственный университет, ФГБОУ ВО «Пензенский государственный университет»",2017,62.49,63.69,11.85,1833.76,191.69,70.0,3.91,69.56,153.4273,190.2675,1236.463,68684.6,1977714.1,110566,74.46,1103,37027.71,13162.1
701,Приволжский федеральный округ,ПФО,58,Пензенская область,56000000000,195,Федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный университет архитектуры и строительства»,"Пензенский государственный университет архитектуры и строительства, ПГУАС",2017,62.96,82.76,9.99,1854.37,203.82,50.0,4.33,64.29,38.833200000000005,95.496,1451.3736,21765.9,487698.9,43710,76.9,276,28461.120000000003,3419.3
706,Приволжский федеральный округ,ПФО,59,Пермский край,57000000000,196,Федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский государственный гуманитарно-педагогический университет»,"ПГГПУ, ФГБОУ ВО «Пермский государственный гуманитарно-педагогический университет», ФГБОУ ВО «ПГГПУ», Пермский государственный гуманитарно-педагогический университет",2017,69.03,59.86,0.26,1608.82,148.77,75.0,4.55,72.7,25.456200000000003,41.1191,905.8324,19500.1,524072.4,42075,73.51,319,4220.37,2682.15
711,Приволжский федеральный округ,ПФО,59,Пермский край,57000000000,197,Федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский национальный исследовательский политехнический университет»,"ПНИПУ, ФГБОУ ВО «Пермский национальный исследовательский политехнический университет», ФГБОУ ВО «ПНИПУ»",2017,67.38,1453.81,1.97,3861.08,264.52,75.0,3.96,69.29,473.9025,405.3455,3516.9025,1232754.6,3274000.8,164119,71.1,895,1062579.8,9033.15
716,Приволжский федеральный округ,ПФО,59,Пермский край,57000000000,198,Федеральное государственное автономное образовательное учреждение высшего образования «Пермский государственный национальный исследовательский университет»,"ФГАОУ ВО «Пермский государственный национальный исследовательский университет»,  ПГНИУ, Пермский государственный национальный исследовательский университет, Пермский государственный университет, ПГУ",2017,68.85,305.16,1.28,2460.83,193.16,75.0,4.4,73.33,224.757,266.7555,1419.9165000000005,222281.3,1792467.2,100002,74.78,765,197010.45,8679.65
721,Северо-западный федеральный округ,СЗФО,10,Республика Карелия,86000000000,199,Федеральное государственное бюджетное образовательное учреждение высшего образования «Петрозаводский государственный университет»,"ПетрГУ, Петрозаводский государственный университет, ФГБОУ ВО «Петрозаводский государственный университет»",2017,65.78,374.47,3.89,2798.33,171.94,80.0,5.01,66.28,138.9222,137.7696,721.6632,215660.1,1611555.7,102996,80.71,678,106554.48,6953.75
726,Приволжский федеральный округ,ПФО,63,Самарская область,36000000000,201,Федеральное государственное бюджетное образовательное учреждение высшего образования «Самарский государственный социально-педагогический университет»,"Самарский государственный социально-педагогический университет, СГСПУ, ФГБОУ ВО ""Самарский государственный социально-педагогический университет""",2017,66.21,94.02,6.54,2031.49,176.59,75.0,3.6,72.22,16.4472,16.4472,986.4048,30503.4,659115.7,45043,80.18,356,18512.0,4007.25
731,Приволжский федеральный округ,ПФО,63,Самарская область,36000000000,202,Федеральное государственное бюджетное образовательное учреждение высшего образования «Поволжский государственный университет сервиса»,"ФГБОУ ВО «ПВГУС», Поволжский государственный университет сервиса",2017,61.67,104.93,2.81,1792.95,174.89,70.0,2.88,67.47,30.1902,22.056400000000004,477.241,12108.8,206906.2,18133,81.98,134,12909.56,1095.45
736,Центральный федеральный округ,ЦФО,50,Московская область,46000000000,206,Федеральное государственное бюджетное образовательное учреждение высшего образования «Пущинский государственный естественно-научный институт»,ФГБОУ ВО «Пущинский государственный естественно-научный институт»; Пущинский государственный естественно-научный институт; ПущГЕНИ,2017,0.0,3070.95,4.0,7787.96,250.75,,6.2,0.0,69.041,45.0688,97.8082,22417.9,56852.1,1509,80.0,7,2157.54,50.0
741,Северо-Кавказский федеральный округ,СКФО,26,Ставропольский край,7000000000,207,Федеральное государственное бюджетное образовательное учреждение высшего образования «Пятигорский государственный университет»,"ФГБОУ ВО «Пятигорский государственный университет», ФГБОУ ВО «ПГУ», Пятигорский государственный университет, ПГУ",2017,66.7,179.43,2.0,2192.39,163.88,50.0,5.46,73.95,9.699599999999998,25.8519,1141.5525,45673.3,558072.0,35049,72.53,411,52949.130000000005,2657.0
746,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,209,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский экономический университет имени Г.В. Плеханова»,ФГБОУ ВПО «РЭУ им. Г.В. Плеханова»,2017,73.42,174.37,6.6,4874.7,187.1,75.0,4.53,87.88,399.1116,528.9168,10595.1828,218151.6,6098734.2,154690,73.29,1212,157475.16,14884.8
750,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,210,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный геологоразведочный университет имени Серго Орджоникидзе»,"ФГБОУ ВО «Российский государственный геологоразведочный университет имени Серго Орджоникидзе», МГРИ - РГГРУ",2017,60.57,298.84,18.4,3322.36,119.25,70.0,4.18,61.14,8.834399999999999,12.3768,222.8472,72990.6,811486.9,56703,75.44,216,20046.96,2961.45
755,Северо-западный федеральный округ,СЗФО,78,г. Санкт-Петербург,40000000000,211,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный гидрометеорологический университет»,"ФГБОУ ВО ""РГГМУ"", РГГМУ",2017,60.09,271.92,13.02,2129.83,124.58,80.0,4.6,61.78,42.3808,74.6284,691.922,90901.9,712003.1,33456,67.92,308,9412.48,3549.2
760,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,212,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный гуманитарный университет»,"РГГУ, Российский государственный гуманитарный университет",2017,72.19,163.26,5.4,3230.87,164.72,75.0,3.5,83.15,460.4864,120.0168,2923.5316,112499.2,2226393.0,63870,69.34,844,84239.64,7882.0
765,Северо-западный федеральный округ,СЗФО,78,г. Санкт-Петербург,40000000000,213,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный педагогический университет им. А. И. Герцена»,"ФГБОУ ВО РГПУ им. А. И. Герцена, РГПУ им. А. И. Герцена, Герценовский университет",2017,68.0,121.81,10.32,2367.49,180.42,75.0,5.23,74.75,201.9248,186.1552,1962.3296,132987.9,2584825.5,128989,83.42,1232,50512.0,12811.1
770,Уральский федеральный округ,УФО,66,Свердловская область,65000000000,214,Федеральное государственное автономное образовательное учреждение высшего образования «Российский государственный профессионально-педагогический университет»,"ФГАОУ ВО «РГППУ», РГППУ, ФГАОУ ВО «Российский государственный профессионально-педагогический университет»",2017,64.12,73.53,2.54,2944.67,150.19,75.0,2.31,68.69,42.757,39.611,901.901,20169.5,807721.9,51634,63.71,286,21029.58,2933.25
775,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,215,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный социальный университет»,"ФГБОУ ВО «РГСУ», РГСУ, Российский государственный социальный университет",2017,65.22,328.35,9.44,5310.56,176.65,75.0,1.99,70.16,44.2428,116.9504,3802.3692,133802.7,2164052.2,118441,86.68,322,83011.6,6826.75
780,Северо-западный федеральный округ,СЗФО,39,Калининградская область,27000000000,217,Федеральное государственное автономное образовательное учреждение высшего образования «Балтийский федеральный университет имени Иммануила Канта»,"ФГАОУ ВО «Балтийский федеральный университет имени Иммануила Канта», ФГАОУ ВО «Балтийский федеральный университет им. И. Канта», Балтийский федеральный университет имени Иммануила Канта, Балтийский федеральный университет им. И. Канта, ФГАОУ ВО «БФУ им. И. Канта», БФУ им. И. Канта",2017,70.69,219.87,6.45,3066.07,188.25,70.0,4.45,72.32,292.9629,229.041,692.4623000000001,123589.4,1723440.7,82270,70.28,499,32280.31,6434.0
785,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,219,Федеральное государственное автономное образовательное учреждение высшего образования «Российский государственный университет нефти и газа (национальный исследовательский университет) имени И.М. Губкина»,"ФГАОУ ВО ""РГУ нефти и газа (НИУ) имени И.М. Губкина"", РГУ нефти и газа (НИУ) имени И.М. Губкина, Губкинский университет ",2017,73.28,939.92,9.81,4402.34,200.2,80.0,7.34,82.71,140.76,170.40239999999997,1295.4888,917921.8,4299321.6,132997,71.38,828,522376.92,7979.3
790,Центральный федеральный округ,ЦФО,50,Московская область,46000000000,220,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный университет туризма и сервиса»,"ФГБОУ ВО «РГУТИС», ФГБОУ ВО «Российский государственный университет туризма и сервиса», Российский государственный университет туризма и сервиса, РГУТИС",2017,65.39,433.14,14.01,3757.99,213.23,70.0,2.8,75.33,7.6076,18.6067,476.8715,68132.7,591132.6,52391,63.11,133,1284.78,1689.1
795,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,222,Федеральное государственное автономное образовательное учреждение высшего образования «Российский университет дружбы народов»,РУДН; Российский университет дружбы народов; ФГАОУ ВО РУДН; ФГАУ ВО «Российский университет дружбы народов»,2017,66.67,215.51,27.28,5301.43,211.82,65.0,4.91,79.6,915.3771,1214.3571,7116.554499999999,368754.8,9071005.5,350473,75.25,1661,145154.79,21713.45
800,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,223,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский химико-технологический университет имени Д.И. Менделеева»,РХТУ им. Д.И. Менделеева,2017,75.53,1068.96,3.04,3925.41,168.93,70.0,6.76,77.48,302.3441,674.5980999999999,1118.7579999999998,541641.8,1989004.3,104889,75.96,499,99795.01,5105.55
802,Южный федеральный округ,ЮФО,61,Ростовская область,60000000000,227,Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Ростовский государственный строительный университет»,"«Ростовский государственный строительный университет», РГСУ",2014,63.23,66.34,3.69,1271.25,153.09,85.0,4.87,66.16,1.7752,6.974000000000001,866.6779999999999,48091.2,937563.0,57537,63.41,634,25081.04,6798.8
807,Южный федеральный округ,ЮФО,61,Ростовская область,60000000000,228,Федеральное государственное бюджетное образовательное учреждение высшего образования «Ростовский государственный экономический университет (РИНХ)»,ФГБОУ ВО «РГЭУ (РИНХ)»,2017,61.4,55.9,6.55,1842.11,182.44,70.0,3.43,68.67,70.6758,151.1055,3700.8322,27407.0,903092.5,35330,83.77,533,27502.8,5383.65
812,Центральный федеральный округ,ЦФО,76,Ярославская область,78000000000,229,Федеральное государственное бюджетное образовательное учреждение высшего образования «Рыбинский государственный авиационный технический университет имени П.А. Соловьева»,"РГАТУ,  РГАТУ имени П.А. Соловьева",2017,55.3,590.26,17.55,2459.38,190.47,70.0,5.17,55.29,1.5873000000000002,11.883300000000002,240.1113,106513.2,443794.9,43047,87.66,143,81705.91,1734.05
817,Центральный федеральный округ,ЦФО,62,Рязанская область,61000000000,230,Федеральное государственное бюджетное образовательное учреждение высшего образования «Рязанский государственный радиотехнический университет имени В.Ф. Уткина»,"ФГБОУ ВО «Рязанский государственный радиотехнический университет им. В.Ф. Уткина», ФГБОУ ВО «РГРТУ», РГРТУ",2017,60.15,371.43,1.46,1365.45,182.02,80.0,4.58,65.72,105.3871,123.4727,1306.0112,177969.1,654254.8,76589,66.69,481,217522.63,4644.4
822,Центральный федеральный округ,ЦФО,62,Рязанская область,61000000000,231,Федеральное государственное бюджетное образовательное учреждение высшего образования «Рязанский государственный университет имени С.А. Есенина»,РГУ имени С.А. Есенина,2017,63.81,72.54,4.29,1494.82,160.88,75.0,3.53,69.74,20.706,29.667,1134.045,35088.3,723046.7,25739,71.96,435,28335.9,5174.8
827,Северо-западный федеральный округ,СЗФО,78,г. Санкт-Петербург,40000000000,232,Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный лесотехнический университет имени С.М. Кирова»,"ФГБОУ ВО «СПбГЛТУ им. С.М. Кирова», СПбГЛТУ, Санкт-Петербургский государственный лесотехнический университет имени С.М. Кирова",2017,60.28,127.77,11.71,2840.16,124.85,65.0,4.53,61.49,42.7215,50.502,700.1310000000001,37500.6,833587.1,78430,83.72,285,35733.3,3139.9
832,Северо-западный федеральный округ,СЗФО,78,г. Санкт-Петербург,40000000000,233,Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургская государственная художественно-промышленная академия имени А.Л. Штиглица»,"ФГБОУ ВО ""СПГХПА им. А.Л. Штиглица"", СПГХПА им. А.Л. Штиглица",2017,73.07,168.82,9.13,2388.35,141.46,55.0,48.78,77.04,7.610799999999999,8.692,165.04199999999997,8874.8,466325.5,28476,17.52,212,326.48,1382.4
837,Северо-западный федеральный округ,СЗФО,78,г. Санкт-Петербург,40000000000,234,Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет ИТМО»,"Университет ИТМО, НИУ ИТМО, ИТМО",2017,86.98,2787.11,14.48,6469.7,245.78,70.0,4.49,90.33,1630.2506,1899.8177,2191.4673000000003,2432592.0,5646750.8,116342,72.46,803,803811.03,11125.35
842,Северо-западный федеральный округ,СЗФО,78,г. Санкт-Петербург,40000000000,236,Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный архитектурно-строительный университет»,"ФГБОУ ВО «СПбГАСУ», СПбГАСУ, Санкт-Петербургский государственный архитектурно-строительный университет",2017,66.98,162.84,8.36,3487.07,187.44,75.0,2.67,75.17,90.5476,121.836,934.8196,86385.1,1849888.8,63395,67.11,572,97909.24,10215.0
847,Северо-западный федеральный округ,СЗФО,78,г. Санкт-Петербург,40000000000,237,Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский горный университет»,"СПГУ, Горный университет",2017,74.8,1566.4,6.41,4856.81,218.02,85.0,8.18,75.88,262.849,475.495,1523.658,1141360.0,3538917.9,191279,88.66,610,891069.7,7287.6
